sentence,clean_sentence,label,source,length,clean_length
Were JERKS on the phone.,jerks phone,0,amazon,5,2
Works like a charm.. Works as advertised.,works like charm works advertised,1,amazon,7,5
"Comfortable, Nice Range, Good Battery Life.",comfortable nice range good battery life,1,amazon,6,6
Their network coverage in Los Angeles is horrible.,network coverage los angeles horrible,0,amazon,8,5
Excellent starter wireless headset.,excellent starter wireless headset,0,amazon,4,4
"The loudspeaker option is great, the bumpers with the lights is very ... appealing.",loudspeaker option great bumpers lights appealing,0,amazon,14,6
The only thing that I think could improve is the sound leaks out from the headset.,thing think could improve sound leaks headset,0,amazon,16,7
"First off the reception sucks, I have never had more than 2 bars, ever.",first reception sucks never 2 bars ever,0,amazon,14,7
The phone gets EXTREMELY HOT!,phone gets extremely hot,0,amazon,5,4
"The microphone also works well, but (according to people I have called) it applifies everything.",microphone also works well according people called applifies everything,1,amazon,15,9
Nice design and quality.,nice design quality,1,amazon,4,3
"Also, if your phone is dropped, this case is not going to save it, specially when dropped face down.",also phone dropped case going save specially dropped face,0,amazon,19,9
"It is light, easy to use, and has very clear reception and transmission.",light easy use clear reception transmission,1,amazon,13,6
"bad fit, way too big.",bad fit way big,0,amazon,5,4
It definitely was not as good as my S11.,definitely good s11,1,amazon,9,3
awesome device.,awesome device,1,amazon,2,2
Waste of money.,waste money,0,amazon,3,2
"I had ordered a motorola data cable, got a very well finished and working product.",ordered motorola data cable got well finished working product,1,amazon,15,9
Love This Phone.,love phone,1,amazon,3,2
I was looking for this headset for a long time and now that I've got it I couldn't be happier.,looking headset long time ive got couldnt happier,1,amazon,20,8
"I'll be drivng along, and my headset starts ringing for no reason.",ill drivng along headset starts ringing reason,0,amazon,12,7
Display is excellent and camera is as good as any from that year.,display excellent camera good year,1,amazon,13,5
Battery life is also great!,battery life also great,1,amazon,5,4
The worst phone I've ever had.... Only had it for a few months.,worst phone ive ever months,0,amazon,13,5
Not a good item.. It worked for a while then started having problems in my auto reverse tape player.,good item worked started problems auto reverse tape player,0,amazon,19,9
This is so embarassing and also my ears hurt if I try to push the ear plug into my ear.,embarassing also ears hurt try push ear plug ear,0,amazon,20,9
Protects the phone on all sides.,protects phone sides,1,amazon,6,3
This is a VERY average phone with bad battery life that operates on a weak network.,average phone bad battery life operates weak network,0,amazon,16,8
"Clear Skype Calls, Long Battery Life, Long Range.",clear skype calls long battery life long range,1,amazon,8,8
Soyo technology sucks.,soyo technology sucks,0,amazon,3,3
Great Hands Free Device.,great hands free device,1,amazon,4,4
"you can even take self portraits with the outside (exterior) display, very cool.",even take self portraits outside exterior display cool,1,amazon,13,8
Same problem as others have mentioned.,problem others mentioned,0,amazon,6,3
After trying many many handsfree gadgets this is the one that finally works well.,trying many many handsfree gadgets one finally works well,1,amazon,14,9
Magical Help.,magical help,1,amazon,2,2
The worst piece of crap ever along with the Verizon customer service.,worst piece crap ever along verizon customer service,0,amazon,12,8
Poor sound quality.,poor sound quality,0,amazon,3,3
The best phone in market :).,best phone market,1,amazon,6,3
It worked very well.,worked well,1,amazon,4,2
The company shipped my product very promptly and it works well.,company shipped product promptly works well,1,amazon,11,6
Exactly what I wanted.,exactly wanted,1,amazon,4,2
The picture resolution is far below what other comparably-priced phones are offering today.,picture resolution far comparablypriced phones offering today,0,amazon,13,7
This is a great deal.,great deal,1,amazon,5,2
"Excellent product, I am very satisfied with the purchase.",excellent product satisfied purchase,1,amazon,9,4
I highly recommend these and encourage people to give them a try.,highly recommend encourage people give try,1,amazon,12,6
Better than you'd expect.,better youd expect,1,amazon,4,3
"Using all earpieces, left or right, this thing will not stay on my ear.",using earpieces left right thing stay ear,0,amazon,14,7
Great product and price.,great product price,1,amazon,4,3
"Sounds good reasonably priced and effective, Its that simple !",sounds good reasonably priced effective simple,1,amazon,10,6
Still Waiting...... I'm sure this item would work well.. if I ever recieve it!,still waiting im sure item would work well ever recieve,0,amazon,14,10
what a disappointment,disappointment,0,amazon,3,1
Very prompt service.,prompt service,1,amazon,3,2
Excellent product for the price.,excellent product price,1,amazon,5,3
Very pleased with this headset.,pleased headset,1,amazon,5,2
don't waste your money and time.,dont waste money time,0,amazon,6,4
I especially love the long battery life.,especially love long battery life,1,amazon,7,5
"It's so stupid to have to keep buying new chargers, car chargers, cradles, headphones and car kits every time a new phone comes out.",stupid keep buying new chargers car chargers cradles headphones car kits every time new phone comes,0,amazon,24,16
Works great.,works great,1,amazon,2,2
Plantronics Bluetooth Excelent Buy.,plantronics bluetooth excelent buy,1,amazon,4,4
I came over from Verizon because cingulair has nicer cell phones.... the first thing I noticed was the really bad service.,came verizon cingulair nicer cell phones first thing noticed really bad service,0,amazon,21,12
I'll be looking for a new earpiece.,ill looking new earpiece,0,amazon,7,4
I highly recommend this device to everyone!,highly recommend device everyone,1,amazon,7,4
Jawbone Era is awesome too!,jawbone era awesome,1,amazon,5,3
We received a WHITE colored battery that goes DEAD after a couple hoursTHe original used to last a week - but still lasts longer than thereplacement,received white colored battery goes dead couple hoursthe original used last week still lasts longer thereplacement,0,amazon,26,16
After a year the battery went completely dead on my headset.,year battery went completely dead headset,0,amazon,11,6
"I have used several phone in two years, but this one is the best.",used several phone two years one best,1,amazon,14,7
An Awesome New Look For Fall 2000!.,awesome new look fall 2000,1,amazon,7,5
This is the first phone I've had that has been so cheaply made.,first phone ive cheaply made,0,amazon,13,5
"Att is not clear, sound is very distorted and you have to yell when you talk.",att clear sound distorted yell talk,0,amazon,16,6
The plastic breaks really easy on this clip.,plastic breaks really easy clip,0,amazon,8,5
Price is good too.,price good,1,amazon,4,2
Don't make the same mistake I did.,dont make mistake,0,amazon,7,3
Oh and I forgot to also mention the weird color effect it has on your phone.,oh forgot also mention weird color effect phone,0,amazon,16,8
I'm using it with an iriver SPINN (with case) and it fits fine.,im using iriver spinn case fits fine,1,amazon,13,7
Also the area where my unit broke).- I'm not too fond of the magnetic strap.,also area unit broke im fond magnetic strap,0,amazon,15,8
"Overall, I am psyched to have a phone which has all my appointments and contacts in and gets great reception.",overall psyched phone appointments contacts gets great reception,1,amazon,20,8
"every thing on phone work perfectly, she like it.",every thing phone work perfectly like,1,amazon,9,6
"Another note about this phone's appearance is that it really looks rather bland, especially in the all black model.",another note phones appearance really looks rather bland especially black model,0,amazon,19,11
IT'S REALLY EASY.,really easy,1,amazon,3,2
My Sanyo has survived dozens of drops on blacktop without ill effect.,sanyo survived dozens drops blacktop without ill effect,1,amazon,12,8
Fantastic earphones.,fantastic earphones,1,amazon,2,2
It finds my cell phone right away when I enter the car.,finds cell phone right away enter car,1,amazon,12,7
Low Quality.,low quality,0,amazon,2,2
I highly recommend this modest priced cellular phone.,highly recommend modest priced cellular phone,1,amazon,8,6
But it does get better reception and clarity than any phone I've had before.,get better reception clarity phone ive,1,amazon,14,6
Warning - Stay away.,warning stay away,0,amazon,4,3
I wish I could return the unit and get back my money.,wish could return unit get back money,0,amazon,12,7
Awsome Device Works Great!!.,awsome device works great,1,amazon,4,4
I used to talk on it for 1 - 1 1/2 hours and the battery would be literally drained and dying.,used talk 1 1 12 hours battery would literally drained dying,0,amazon,21,11
"If you don't find it, too bad, as again the unit comes with one earpad only.I would not recommend this to anyone.",dont find bad unit comes one earpad onlyi would recommend anyone,0,amazon,22,11
Very Displeased.,displeased,0,amazon,2,1
